Rank,Mountain,Height,Drop,lat,lon,Range,Region,Country,Firstascent
732,Mont Mounier (fr),2817,613,44°09′17″N,06°58′21″E,I/A-02.I-D,Alpes Maritimes,FR,
733,Dosso Resaccio,2814,519,46°30′04″N,10°13′12″E,II/A-15.IV-B,Sondrio,IT,
734,Sass Maòr,2814,371,46°13′57″N,11°50′53″E,II/C-31.IV-A,Trentino,IT,1875
735,Vallüla,2813,776,46°56′15″N,10°06′45″E,II/A-15.VI-A,N-Tyrol/Vorarlb.,AT,1866
736,Cima delle Lose (it),2813,352,44°22′20″N,06°55′30″E,I/A-02.I-C,Cuneo,IT,
737,Frate della Meia,2812,387,45°45′32″N,07°55′27″E,I/B-09.III-C,Vercelli,IT,
738,Seekofel / Sas dla Porta,2810,478,46°40′30″N,12°04′21″E,II/C-31.I-B,Belluno/S-Tyrol,IT,
739,Valluga,2809,572,47°09′27″N,10°12′47″E,II/B-21.I-A,N-Tyrol/Vorarlb.,AT,1877
740,Monte Campellio,2809,315,46°03′05″N,10°28′38″E,II/C-28.III-A,Brescia/Trentino,IT,
741,Peiderspitze [Note 10],2808,408,47°13′11″N,11°07′18″E,II/A-16.II-B,North Tyrol,AT,1888
741,Seejoch [Note 10],2808,408,47°13′28″N,11°06′11″E,II/A-16.II-B,North Tyrol,AT,1888
743,Pizzo Castello,2808,385,46°24′56″N,08°33′55″E,I/B-10.II-A,Ticino,CH,
744,Pic du Frêne,2807,521,45°21′09″N,06°11′54″E,I/A-05.II-A,Isère/Savoy,FR,
745,Haldensteiner Calanda,2805,1460,46°54′00″N,09°28′03″E,I/B-13.II-B,Graub./StGallen,CH,1559
746,Cima de Gagela,2805,723,46°23′03″N,09°10′29″E,I/B-10.III-B,Graubünden,CH,
747,Tête à l'Âne,2804,540,45°59′14″N,06°46′47″E,I/B-08.II-A,Upper Savoy,FR,
748,Corona di Redorta,2804,481,46°22′32″N,08°43′56″E,I/B-10.II-D,Ticino,CH,
749,Schlicker Seespitze,2804,327,47°08′44″N,11°16′24″E,II/A-16.II-B,North Tyrol,AT,1879
750,Bös Fulen,2802,367,46°58′02″N,08°56′45″E,I/B-13.I-B,Glarus/Schwyz,CH,
751,Cima di Ball,2802,352,46°14′35″N,11°50′40″E,II/C-31.IV-A,Trentino,IT,1869
752,Corno Mud,2802,317,45°53′04″N,07°57′50″E,I/B-09.III-C,Vercelli,IT,
753,Rollspitze,2800,588,46°56′47″N,11°30′28″E,II/A-17.I-A,South Tyrol,IT,
754,Rosenjoch,2796,466,47°10′48″N,11°32′36″E,II/B-23.I-A,North Tyrol,AT,
755,Col Bechei / Pareispitze (de),2794,622,46°36′28″N,12°02′40″E,II/C-31.I-C,Belluno/S-Tyrol,IT,
756,Kärpf,2794,533,46°55′00″N,09°05′36″E,I/B-13.II-A,Glarus,CH,
757,Drättehorn,2794,340,46°34′56″N,07°49′26″E,I/B-14.II-B,Bern,CH,
758,Pizzo Quadro,2793,470,46°17′55″N,08°25′05″E,I/B-10.II-A,Ticino/V-C-O,CH/IT,
759,Grand Armet (fr),2792,920,44°58′55″N,05°56′04″E,I/A-05.IV-A,Isère,FR,
760,Punta Ciamberline,2792,325,44°09′56″N,07°21′29″E,I/A-02.I-B,Cuneo,IT,
761,Grande Tête de l'Obiou,2790,1542,44°46′29″N,05°50′23″E,I/A-06.I-B,Isère,FR,
762,Pizzo Marumo,2790,435,46°35′54″N,08°57′34″E,I/B-10.III-A,Ticino,CH,
763,Muntejela de Senes (de),2787,456,46°40′18″N,12°01′06″E,II/C-31.I-B,South Tyrol,IT,
764,Le Luisin,2786,324,46°07′15″N,06°58′12″E,I/B-08.II-A,Valais,CH,
765,Polinik,2784,1575,46°53′42″N,13°09′29″E,II/A-17.IV-A,Carinthia,AT,
766,Schrotkopf,2784,430,47°12′32″N,12°32′26″E,II/A-17.II-B,Salzburg,AT,
767,Grande Autane,2782,379,44°38′57″N,06°17′16″E,I/A-05.III-C,Hautes-Alpes,FR,
768,Hirzer,2781,751,46°44′14″N,11°16′36″E,II/A-16.III-A,South Tyrol,IT,
769,Tiejer Flue,2781,345,46°46′51″N,09°44′04″E,II/A-15.VII-B,Graubünden,CH,
770,Hohe Warte / Coglians,2780,1144,46°36′25″N,12°52′59″E,II/C-33.I-A,Carinthia/Udine,AT/IT,1865
771,Monte dei Corni,2779,315,45°34′15″N,07°38′09″E,I/B-07.IV-B,Aosta/Turin,IT,
772,Monte Cassorso,2776,339,44°25′04″N,07°01′05″E,I/A-04.I-A,Cuneo,IT,
773,Grun de Saint-Maurice (fr),2775,323,44°48′58″N,06°03′26″E,I/A-05.III-D,Isère/H-Alpes,FR,
774,Imster Muttekopf,2774,300,47°16′02″N,10°39′06″E,II/B-21.I-A,North Tyrol,AT,
775,Pizzo del Sole,2773,555,46°31′30″N,08°46′04″E,I/B-10.I-B,Ticino,CH,
776,Punta Lunella (it),2772,471,45°11′50″N,07°12′59″E,I/B-07.I-A,Turin,IT,
777,Große Sandspitze,2770,1245,46°45′59″N,12°48′43″E,II/C-33.II-B,East Tyrol,AT,1866
778,Madererspitze,2769,495,47°01′30″N,10°04′11″E,II/A-15.VI-C,Vorarlberg,AT,1865
779,Fallesinspitze,2769,465,47°10′53″N,10°18′01″E,II/B-21.I-A,North Tyrol,AT,
780,Hochplattig,2768,1189,47°21′11″N,10°59′19″E,II/B-21.III-A,North Tyrol,AT,1873
781,Il Madone [Note 11],2768,330,46°29′31″N,08°34′01″E,I/B-10.II-A,Ticino,CH,
782,Dristner,2767,313,47°06′48″N,11°50′22″E,II/A-17.I-B,North Tyrol,AT,1843
783,Schwarzkopf,2765,365,47°10′01″N,12°51′39″E,II/A-17.II-C,Salzburg,AT,
784,Schächentaler Windgällen,2764,691,46°53′17″N,08°47′30″E,I/B-14.IV-A,Uri,CH,
785,Schwarzberg / Piz Nair,2764,343,46°36′34″N,08°40′40″E,I/B-10.I-B,Graubünden/Uri,CH,
786,Albristhorn,2763,823,46°29′53″N,07°29′16″E,I/B-14.II-A,Bern,CH,
787,Rotenkogel,2762,555,46°58′48″N,12°35′56″E,II/A-17.II-B,East Tyrol,AT,
788,Rastkogel,2762,470,47°12′15″N,11°45′04″E,II/B-23.I-B,North Tyrol,AT,
789,Pizzo Massari,2760,424,46°28′33″N,08°41′00″E,I/B-10.II-A,Ticino,CH,
790,Dent de Barme,2759,364,46°07′55″N,06°50′31″E,I/B-08.II-A,Valais/U-Savoy,CH/FR,
791,Grand Ferrand (fr),2758,523,44°43′21″N,05°48′58″E,I/A-06.I-B,Isère/H-Alpes,FR,1873
792,Reeti / Rötihorn,2757,341,46°39′54″N,08°00′42″E,I/B-14.II-B,Bern,CH,
793,Ehrenspitze,2756,347,46°45′50″N,11°04′40″E,II/A-16.I-B,South Tyrol,IT,
794,Roche de l'Abisse/Rocca dell'Abisso (it),2755,492,44°08′37″N,07°30′18″E,I/A-02.I-A,A-Marit/Cuneo,FR/IT,1832
795,Cima di Cece (it),2754,736,46°15′39″N,11°41′02″E,II/C-31.V-B,Trentino,IT,
796,Monte Telenek,2754,440,46°05′33″N,10°10′45″E,II/C-29.I-A,Sondrio,IT,
797,Jôf dal Montâs,2753,1597,46°26′09″N,13°26′01″E,II/C-34.I-A,Udine,IT,1877
798,Untere Wildgrubenspitze,2753,980,47°09′54″N,10°07′35″E,II/B-21.I-A,Vorarlberg,AT,
799,Östliche Eisentalerspitze,2753,358,47°04′47″N,10°06′00″E,II/A-15.VI-C,Vorarlberg,AT,
800,Pic de Valsenestre,2752,484,44°53′12″N,06°04′03″E,I/A-05.III-E,Isère,FR,
801,Cima di Quaira / Karspitze (it),2752,303,46°18′31″N,10°36′51″E,II/C-28.I-A,S-Tyrol/Trentino,IT,
802,Pointe Percée,2750,1643,45°57′20″N,06°33′22″E,I/B-08.IV-A,Upper Savoy,FR,1865
803,Birkkarspitze,2749,1564,47°24′40″N,11°26′16″E,II/B-21.IV-A,North Tyrol,AT,1870
804,Alplerspitz / Mardatsch,2748,321,46°45′42″N,11°18′04″E,II/A-16.III-A,South Tyrol,IT,
805,Sommet de La Frema,2747,702,44°09′07″N,06°41′55″E,I/A-02.I-E,A-d-H-Provence,FR,
806,Hochwildstelle,2747,480,47°20′06″N,13°49′51″E,II/A-18.II-A,Styria,AT,1801
807,Corno del Lago,2747,409,45°40′15″N,07°46′59″E,I/B-09.III-B,Aosta Valley,IT,
808,Hochwart,2746,308,46°47′27″N,11°19′08″E,II/A-16.III-A,South Tyrol,IT,
809,Cima Bocche,2745,714,46°21′15″N,11°45′08″E,II/C-31.III-B,Trentino,IT,
810,Jakobsspitze,2745,531,46°45′47″N,11°29′30″E,II/A-16.III-A,South Tyrol,IT,
811,Sadnig,2745,385,46°56′28″N,12°59′21″E,II/A-17.II-E,Carinthia,AT,
812,Hochwanner,2744,699,47°23′46″N,11°03′21″E,II/B-21.III-B,N-Tyrol/Bavaria,AT/DE,1870
813,Roteck,2742,444,47°13′48″N,13°51′02″E,II/A-18.II-A,Salzburg/Styria,AT,
814,Ärmighore,2742,332,46°32′30″N,07°42′49″E,I/B-14.II-B,Bern,CH,
815,Madom Gröss,2741,630,46°22′00″N,08°49′52″E,I/B-10.II-D,Ticino,CH,
816,Cima Carnera (it),2741,319,45°51′18″N,07°58′13″E,I/B-09.III-C,Vercelli,IT,
817,Škrlatica,2740,972,46°25′58″N,13°49′16″E,II/C-34.I-E,West Slovenia,SI,1880
818,Kasereck,2740,425,47°14′15″N,13°46′18″E,II/A-18.II-A,Salzburg,AT,
819,Schenadüi,2738,375,46°33′09″N,08°44′55″E,I/B-10.I-B,Ticino,CH,
820,Spitzhorli,2737,320,46°15′52″N,07°58′50″E,I/B-09.V-C,Valais,CH,
821,Monte Zucchero,2735,554,46°21′15″N,08°42′51″E,I/B-10.II-D,Ticino,CH,
822,Kaltwasserkarspitze,2733,320,47°24′11″N,11°27′02″E,II/B-21.IV-A,North Tyrol,AT,1870
823,Dremelspitze,2733,307,47°14′06″N,10°35′45″E,II/B-21.I-A,North Tyrol,AT,1896
824,Pic des Cabottes,2732,548,45°14′31″N,06°03′50″E,I/A-05.II-A,Isère,FR,
825,Clot de la Cime,2732,312,44°49′00″N,06°43′19″E,I/A-04.II-B,Hautes-Alpes,FR,
826,Monte Borga,2731,325,46°05′35″N,10°12′30″E,II/C-29.I-A,Sondrio,IT,
827,Le Grand Coin,2729,328,45°20′46″N,06°24′08″E,I/B-07.II-E,Savoy,FR,
828,Kesselspitze,2728,323,47°06′02″N,11°21′53″E,II/A-16.II-A,North Tyrol,AT,
829,Bergwerkskopf [Note 12],2728,310,47°13′30″N,10°36′33″E,II/B-21.I-A,North Tyrol,AT,1885
830,Sas de Mezdi / La Mesola,2727,488,46°28′19″N,11°52′39″E,II/C-31.III-B,Belluno/Trentino,IT,
831,Pizzo di Claro,2727,361,46°17′45″N,09°03′20″E,I/B-10.III-B,Graub./Ticino,CH/IT,
832,Pizzo di Prata,2727,352,46°16′39″N,09°27′20″E,II/A-15.III-B,Sondrio,IT,
833,Großer Bettelwurf,2726,814,47°20′39″N,11°31′12″E,II/B-21.IV-A,North Tyrol,AT,1855
834,Hirzer,2725,339,47°13′04″N,11°39′47″E,II/B-23.I-B,North Tyrol,AT,
835,Schmalzkopf,2724,327,46°55′53″N,10°32′09″E,II/A-16.I-A,North Tyrol,AT,
836,Weiße Wand,2722,315,46°56′45″N,11°48′49″E,II/A-17.I-C,South Tyrol,IT,
837,Mont Dzerbion / Monte Zerbion (it),2720,306,45°47′18″N,07°39′50″E,I/B-09.III-B,Aosta Valley,IT,
838,Hochwand (de),2719,402,47°21′31″N,11°00′57″E,II/B-21.III-A,North Tyrol,AT,1873
839,Spitzkofel (de),2717,457,46°46′20″N,12°44′36″E,II/C-33.II-B,East Tyrol,AT,1855
840,Serles,2717,333,47°07′26″N,11°22′52″E,II/A-16.II-A,North Tyrol,AT,1579
841,Ortstock,2716,538,46°55′31″N,08°56′53″E,I/B-13.I-A,Glarus/Schwyz,CH,
842,Cima Ambrizzola,2715,610,46°28′45″N,12°05′53″E,II/C-31.I-D,Belluno,IT,1884
843,Colàc,2715,377,46°26′29″N,11°46′57″E,II/C-31.III-B,Trentino,IT,
844,Watzmann,2713,953,47°33′18″N,12°55′23″E,II/B-24.III-C,Bavaria,DE,1800
845,Pizzo Straciugo,2713,335,46°07′56″N,08°07′15″E,I/B-09.V-B,Valais/V-C-O,CH/IT,
846,Croda da Campo,2712,365,46°35′22″N,12°26′03″E,II/C-31.I-A,Belluno,IT,
847,Weißeck,2711,451,47°09′45″N,13°23′39″E,II/A-18.I-A,Salzburg,AT,
848,Mont Saint-Sauveur,2711,369,44°09′53″N,07°08′08″E,I/A-02.I-B,Alpes Maritimes,FR,
849,Mont Gond,2710,395,46°17′08″N,07°15′49″E,I/B-12.III-A,Valais,CH,
850,Pic de Bure,2709,1267,44°37′36″N,05°56′06″E,I/A-06.I-A,Hautes-Alpes,FR,
851,Hochkreuz,2709,300,46°48′54″N,13°04′27″E,II/A-17.IV-A,Carinthia,AT,
852,Gsür,2708,372,46°30′39″N,07°31′11″E,I/B-14.II-A,Bern,CH,
853,Coston di Slavaci,2708,315,46°15′44″N,11°43′01″E,II/C-31.V-B,Trentino,IT,
854,Cima dei Preti,2706,1420,46°20′33″N,12°25′15″E,II/C-33.III-A,Bell./Pordenone,IT,1874
855,Penser Weißhorn,2705,458,46°48′07″N,11°23′44″E,II/A-16.III-A,South Tyrol,IT,1822
856,Pizzo Montalto (it),2705,395,46°05′51″N,08°07′59″E,I/B-09.V-B,V-C-O,IT,
857,Rote Wand,2704,877,47°11′11″N,09°59′06″E,II/B-21.II-A,Vorarlberg,AT,1867
858,Monte Fraiteve (it),2702,403,44°58′38″N,06°51′41″E,I/A-04.II-A,Turin,IT,
859,Waldhorn (de),2702,392,47°17′46″N,13°49′03″E,II/A-18.II-A,Salzburg/Styria,AT,1878
860,Rotsandnollen,2700,493,46°48′02″N,08°20′38″E,I/B-14.III-B,Nidwalden/Obw.,CH,
861,Cima Iuribrutto,2697,316,46°21′33″N,11°45′55″E,II/C-31.III-B,Trentino,IT,
862,Großer Lafatscher (de),2696,615,47°20′44″N,11°27′10″E,II/B-21.IV-A,North Tyrol,AT,1867
863,Monte Peralba,2694,725,46°37′46″N,12°43′10″E,II/C-33.I-A,Belluno,IT,1854
864,Piz de Groven,2694,433,46°19′06″N,09°09′33″E,I/B-10.III-B,Graubünden,CH,
865,Grand Coyer (fr),2693,421,44°06′02″N,06°41′25″E,I/A-02.I-E,A-d-H-Provence,FR,
866,Tête du Colonney (fr),2692,521,45°58′18″N,06°41′27″E,I/B-08.II-B,Upper Savoy,FR,
867,Ilmspitze,2692,300,47°03′26″N,11°19′49″E,II/A-16.II-A,North Tyrol,AT,1891
868,Große Kinigat / Monte Cavallino,2689,595,46°40′31″N,12°31′28″E,II/C-33.I-A,E-Tyrol/Belluno,AT/IT,1898
869,Piz Pian Grand,2689,528,46°25′03″N,09°09′20″E,I/B-10.III-B,Graubünden,CH,
870,Aiguilles de la Pennaz,2688,359,45°44′42″N,06°41′58″E,I/B-07.VI-B,Savoy/U-Savoy,FR,
871,Hochfeind (pl),2687,572,47°11′14″N,13°29′42″E,II/A-18.I-A,Salzburg,AT,
872,Grand Mont,2686,577,45°37′55″N,06°32′14″E,I/B-07.VI-A,Savoy,FR,
873,Cima del Serraglio,2685,350,46°35′34″N,10°14′32″E,II/A-15.V-A,Graub./Sondrio,CH/IT,
874,Deichselspitze,2684,385,47°16′13″N,13°49′20″E,II/A-18.II-A,Salzburg/Styria,AT,
875,Chapeau de Gendarme (fr),2682,368,44°20′18″N,06°39′57″E,I/A-02.I-C,Alpes Maritimes,FR,
876,Leutascher Dreitorspitze,2682,346,47°24′02″N,11°07′28″E,II/B-21.III-B,N-Tyrol/Bavaria,AT/DE,1871
877,Hochstadel (pl),2681,386,46°45′36″N,12°51′26″E,II/C-33.II-B,Carinthia/E-Tyrol,AT,
878,Mosermandl (de),2680,555,47°12′22″N,13°23′46″E,II/A-18.I-A,Salzburg,AT,
879,Mangart,2679,1067,46°26′22″N,13°39′17″E,II/C-34.I-C,Udine/Slovenia,IT/SI,1794
880,Spullerschafberg,2679,670,47°10′26″N,10°04′33″E,II/B-21.II-A,Vorarlberg,AT,
881,Punta Tempesta,2679,309,44°25′19″N,07°08′18″E,I/A-04.I-A,Cuneo,IT,
882,Cima di Santa Maria,2678,436,46°12′46″N,10°57′03″E,II/C-28.IV-A,Trentino,IT,
883,Gaflunakopf,2676,351,47°03′50″N,10°08′05″E,II/A-15.VI-C,N-Tyrol/Vorarlb.,AT,
884,Piz della Forcola,2675,449,46°18′59″N,09°17′36″E,I/B-10.III-D,Graub./Sondrio,CH/IT,
885,Mont Pépoiri (it),2674,643,44°06′39″N,07°12′10″E,I/A-02.I-B,Alpes Maritimes,FR,
886,Mont Rougnous,2673,465,44°11′03″N,06°52′26″E,I/A-02.I-D,Alpes Maritimes,FR,
887,Elendberg,2672,346,47°17′02″N,13°44′49″E,II/A-18.II-A,Styria,AT,
888,Ballunspitze,2671,400,46°57′19″N,10°08′06″E,II/A-15.VI-A,N-Tyrol/Vorarlb.,AT,1861
889,Stübele / Stubele (it),2671,384,46°28′04″N,10°56′12″E,II/C-28.I-A,S-Tyrol/Trentino,IT,
890,Sas Ciampac/Ciampatsch,2671,305,46°33′47″N,11°50′07″E,II/C-31.III-A,South Tyrol,IT,
891,Le Grand Miceau,2669,300,45°22′16″N,06°12′44″E,I/A-05.II-A,Savoy,FR,
892,Monte Duranno (de) [Note 13],2668,510,46°19′44″N,12°24′10″E,II/C-33.III-A,Bell./Pordenone,IT,1874
893,Südliche Sonnenspitze,2668,325,47°23′12″N,11°28′40″E,II/B-21.IV-A,North Tyrol,AT,1870
894,Jôf Fuart (it),2666,528,46°25′50″N,13°29′29″E,II/C-34.I-A,Udine,IT,
895,Les Avoudrues,2666,385,46°06′04″N,06°48′47″E,I/B-08.II-B,Upper Savoy,FR,
896,Monte Bruffione,2665,350,45°56′32″N,10°29′29″E,II/C-28.III-A,Brescia/Trentino,IT,
897,Monte Cernera,2664,304,46°28′08″N,12°03′30″E,II/C-31.I-D,Belluno,IT,
898,Toblacher Pfannhorn (de),2663,337,46°47′02″N,12°17′03″E,II/A-17.III-B,E-Tyrol/S-Tyrol,AT/IT,
899,Hohe Munde,2662,603,47°20′52″N,11°04′19″E,II/B-21.III-A,North Tyrol,AT,
900,Grünstein,2661,389,47°20′56″N,10°55′17″E,II/B-21.III-A,North Tyrol,AT,
901,Pointe Rousse des Chambres,2660,322,46°06′46″N,06°49′13″E,I/B-08.II-B,Upper Savoy,FR,
902,Pizzo Giezza,2658,555,46°10′45″N,08°11′48″E,I/B-09.V-B,V-C-O,IT,
903,Piz Toissa,2657,310,46°37′07″N,09°31′30″E,II/A-15.I-B,Graubünden,CH,
904,Großer Krottenkopf,2656,996,47°18′42″N,10°21′21″E,II/B-22.II-C,North Tyrol,AT,1864
905,Ilmenspitze /Cima degli Olmi,2656,312,46°28′55″N,10°57′50″E,II/C-28.I-A,S-Tyrol/Trentino,IT,
906,Selbhorn,2655,409,47°26′49″N,12°57′49″E,II/B-24.III-A,Salzburg,AT,
907,Sommet du Guiau,2654,442,45°01′12″N,06°40′25″E,I/A-04.III-A,H-Alpes/Turin,FR/IT,
908,Faulkogel,2654,350,47°12′58″N,13°22′21″E,II/A-18.I-A,Salzburg,AT,
909,Schönfeldspitze,2653,384,47°27′29″N,12°56′15″E,II/B-24.III-A,Salzburg,AT,
910,Männliflue,2652,374,46°33′05″N,07°32′47″E,I/B-14.II-A,Bern,CH,
911,Hohes Licht,2651,678,47°16′49″N,10°16′34″E,II/B-22.II-C,North Tyrol,AT,1854
912,Punta Marguareis,2650,779,44°10′26″N,07°41′04″E,I/A-01.II-B,A-Marit/Cuneo,FR/IT,
913,Le Chenaillet (fr),2650,496,44°54′08″N,06°44′26″E,I/A-04.II-B,Hautes-Alpes,FR,
914,Braunarlspitze (de),2649,612,47°13′46″N,10°03′52″E,II/B-21.II-A,Vorarlberg,AT,
915,Averau,2649,413,46°30′03″N,12°02′13″E,II/C-31.I-D,Belluno,IT,1874
916,Jalovec,2645,511,46°25′18″N,13°40′47″E,II/C-34.I-C,West Slovenia,SI,1875
917,Crête des Crousas,2645,422,44°43′23″N,06°39′38″E,I/A-04.II-B,Hautes-Alpes,FR,
918,Zimba,2643,578,47°05′29″N,09°47′20″E,II/A-15.VIII-A,Vorarlberg,AT,1848
919,Heiterwand (de),2639,745,47°18′52″N,10°44′04″E,II/B-21.I-B,North Tyrol,AT,1890
920,Hocheck,2638,401,47°14′10″N,13°43′27″E,II/A-18.II-A,Salzburg,AT,
921,Kleiner Solstein,2637,516,47°18′09″N,11°19′28″E,II/B-21.IV-A,North Tyrol,AT,1867
922,Birnhorn,2634,1665,47°28′29″N,12°44′02″E,II/B-24.I-C,Salzburg,AT,1831
923,Crêt du Rey,2633,514,45°36′05″N,06°35′58″E,I/B-07.VI-A,Savoy,FR,
924,Urbeleskarspitze,2632,375,47°20′12″N,10°28′07″E,II/B-22.II-C,North Tyrol,AT,1869
925,Großstein,2632,351,47°14′16″N,10°29′40″E,II/B-21.I-A,North Tyrol,AT,
926,Rüfispitze,2632,342,47°11′28″N,10°10′56″E,II/B-21.I-A,Vorarlberg,AT,
927,Monte Mongioie (it),2630,459,44°10′30″N,07°47′08″E,I/A-01.II-B,Cuneo,IT,
928,Munt Buffalora,2630,351,46°37′37″N,10°15′00″E,II/A-15.V-A,Graubünden,CH,
929,Ultner Hochwart (de),2627,440,46°30′42″N,10°59′59″E,II/C-28.I-A,South Tyrol,IT,
930,Blutspitze / Steinkarspitze,2626,430,47°14′59″N,13°41′09″E,II/A-18.II-A,Salzburg/Styria,AT,
931,Monte Pradella,2626,348,45°59′32″N,09°51′02″E,II/C-29.I-A,Bergamo,IT,
932,Cima d'Auta Orientale,2624,312,46°24′02″N,11°53′10″E,II/C-31.III-B,Belluno,IT,
933,Valschavielberge,2624,304,47°00′34″N,10°07′36″E,II/A-15.VI-C,Vorarlberg,AT,
934,Le Rissiou,2622,522,45°11′01″N,06°04′05″E,I/A-05.I-B,Isère,FR,
935,Greifenberg,2618,335,47°17′21″N,13°47′23″E,II/A-18.II-A,Salzburg/Styria,AT,
936,Monte Stelle delle Sute,2616,550,46°12′39″N,11°32′00″E,II/C-31.V-B,Trentino,IT,
937,Grande Balmaz,2616,305,45°53′36″N,06°29′48″E,I/B-08.IV-A,Savoy/U-Savoy,FR,
938,Piz Cavradi,2614,351,46°37′57″N,08°41′44″E,I/B-10.II-A,Graubünden,CH,
939,Pizzo dell'Alpe Gelato,2613,357,46°14′59″N,08°26′39″E,I/B-10.II-A,Ticino/V-C-O,CH/IT,
940,Le Gros Têt,2613,342,45°04′31″N,06°14′23″E,I/A-05.I-A,Savoy,FR,
941,Cima Bianca,2612,309,46°23′16″N,08°48′45″E,I/B-10.II-D,Ticino,CH,
942,Monte le Stelière,2612,301,44°15′57″N,07°06′26″E,I/A-02.I-C,Cuneo,IT,
943,Foostock / Ruchen,2611,388,46°57′24″N,09°14′41″E,I/B-13.II-B,Glarus/StGallen,CH,
944,Monte Legnone,2609,624,46°05′41″N,09°24′53″E,II/C-29.I-B,Lecco/Sondrio,IT,
945,Sommet d'Assan,2609,358,44°41′08″N,06°44′10″E,I/A-04.I-A,Hautes-Alpes,FR,
946,Mittlere Jägerkarspitze (de),2608,323,47°21′13″N,11°22′33″E,II/B-21.IV-A,North Tyrol,AT,1859
947,Hochkalter,2607,663,47°34′10″N,12°52′00″E,II/B-24.III-C,Bavaria,DE,1830
948,Cima del Rouss,2604,381,44°19′16″N,07°00′00″E,I/A-02.I-C,Cuneo,IT,
949,Campanile Ciastelin,2602,395,46°30′39″N,12°22′38″E,II/C-31.I-E,Belluno,IT,1890
950,Becco di Mezzodì,2602,325,46°28′00″N,12°06′52″E,II/C-31.I-D,Belluno,IT,1872
951,Schafseitenspitze,2602,305,47°06′10″N,11°33′16″E,II/B-23.I-A,North Tyrol,AT,
952,Razor,2601,332,46°24′43″N,13°47′31″E,II/C-34.I-E,West Slovenia,SI,1842
953,Monte Cabianca,2601,312,46°00′36″N,09°52′01″E,II/C-29.I-A,Bergamo,IT,
954,Monte Mars,2600,409,45°38′00″N,07°54′55″E,I/B-09.IV-A,Aosta/Biella,IT,
955,Silberpfennig (de),2600,374,47°05′21″N,13°02′30″E,II/A-17.II-E,Salzburg,AT,
956,Großer Knallstein (de),2599,548,47°19′12″N,13°58′37″E,II/A-18.II-A,Styria,AT,
957,Vorder Grauspitz,2599,353,47°03′10″N,09°34′52″E,II/A-15.VIII-A,Graub./Liecht,CH/LI,
958,Biberkopf,2599,337,47°16′14″N,10°13′58″E,II/B-22.II-C,N-Tyrol/Bavaria,AT/DE,1853
959,Le Catogne,2598,1100,46°03′15″N,07°06′39″E,I/B-07.V-C,Valais,CH,
960,Zellinkopf,2597,445,46°53′39″N,12°57′05″E,II/A-17.II-E,Carinthia,AT,
961,Großer Hundstod,2594,475,47°30′45″N,12°53′12″E,II/B-24.III-A,Salzburg/Bavaria,AT/DE,1825
962,Roc du Bécoin,2594,328,45°29′34″N,06°39′50″E,I/B-07.II-B,Savoy,FR,
963,Gametzalpenkopf,2594,306,46°41′21″N,12°06′32″E,II/C-31.I-B,South Tyrol,IT,
964,Pizzo Paglia,2593,498,46°13′54″N,09°13′09″E,I/B-10.III-D,Graubünden,CH,
965,Monte Forno / Monte Gorio,2593,339,46°17′43″N,08°19′25″E,I/B-10.I-A,V-C-O,IT,
966,Hochvogel,2592,572,47°22′47″N,10°26′13″E,II/B-22.II-C,N-Tyrol/Bavaria,AT/DE,1832
967,Zwölferspitz,2592,360,46°39′42″N,12°43′42″E,II/C-33.I-A,Carinthia,AT,1896
968,Eggenkofel (pl),2591,714,46°44′19″N,12°40′41″E,II/C-33.II-A,East Tyrol,AT,
969,Rupprechtseck,2591,417,47°14′22″N,14°00′05″E,II/A-18.II-A,Salzburg/Styria,AT,
970,Kanin,2587,1397,46°21′36″N,13°26′18″E,II/C-34.I-B,Udine/Slovenia,IT/SI,
971,Monte Terza Grande,2586,1277,46°31′37″N,12°37′17″E,II/C-33.I-C,Belluno,IT,
972,Monte Cridola,2581,538,46°25′35″N,12°29′12″E,II/C-33.III-A,Belluno,IT,1884
973,Hochspitz /M. Vancomun,2581,303,46°39′26″N,12°40′07″E,II/C-33.I-A,E-Tyrol/Belluno,AT/IT,
974,Ruitelspitze,2580,322,47°15′20″N,10°26′46″E,II/B-21.I-A,North Tyrol,AT,
975,Mont Triboulet,2578,336,44°12′22″N,06°51′57″E,I/A-02.I-D,Alpes Maritimes,FR,
976,Türchlwand,2577,475,47°09′03″N,13°01′57″E,II/A-17.II-E,Salzburg,AT,
977,Plose (Große Gabler),2576,713,46°41′23″N,11°45′47″E,II/C-31.III-A,South Tyrol,IT,
978,Stätzerhorn,2575,1028,46°45′21″N,09°30′44″E,II/A-15.VII-C,Graubünden,CH,
979,Cima delle Buse,2574,318,46°11′10″N,11°29′53″E,II/C-31.V-B,Trentino,IT,
980,Pfannenstock,2573,373,46°57′42″N,08°54′41″E,I/B-13.I-B,Schwyz,CH,
981,Westlicher Johanneskopf,2573,328,47°12′37″N,10°01′21″E,II/B-21.II-A,Vorarlberg,AT,
982,Torrione dei Longerin,2571,536,46°37′45″N,12°33′41″E,II/C-33.I-A,Belluno,IT,
983,Setsas,2571,403,46°31′10″N,11°57′27″E,II/C-31.I-C,Belluno,IT,
984,Kanjavec,2569,405,46°21′37″N,13°48′35″E,II/C-34.I-E,West Slovenia,SI,1877
